,label,content
20,-1,치료제는 안 나온다고 보면 됩니다  파우치박사인지 CDC의 무슨필드박사인지가 실버불릿은 없다라고 할 때에 코로나 원리상 그래서 그런 겁니다. 감기(감기도 감기코로나 4종이 감기원인의 30~40%차지)처럼 대증요법으로 가는 걸로 보면 되고 각 기저질환별로의 대증요법이 점점 정교해지고 있습니다. 요즘 약파는 사람들 많은데 낚이지 마십쇼. 
21,1,내일부터. . . 코로나 확산과 트럼프만 악재반영시작....생각보다 큰조정 올것같음...
22,-1,한말만 먹고 이번앤 진짜 끊는다
23,1,BTS 병역 연기 특혜 소급 입법 여부? 노웅래는 답해야 한다~ 소급 입법을 통한 특헤를 말 하고자 하는 것인지~  입영 대상자 부터 적용하는지~  던저놓고 간을 보는 정치적 말장난 이더냐?  정치적 철학이나 소신이더냐?  .BTS 인기에 법기술 수작 질  하겠다는 이바구로 정치적 숟가락질 하려 했던 것이 아니라 말 할 수 있냐?  입영 대상자 부터 적용하는게 아니면 먼저 끌려 간 넘들만 불쌍한거 아니냐?    
24,1,"코로나 전성시대 집단적으로  마스크  끼고  1년을 보내버리네  난  좋다, 공기가 더러워서  어차피  껴야 되는데  계속 이렇게  살았음 좋겠어  어차피  공기는 계속 나쁠 거잖아  아무런  대책이  없는 거,  다 안다"
25,-1,짱개는 보유세가 없다 공산당도 안 뜯는 삥을  한국 좌파는 국민 삥뜯기에만 올인하고 있다
26,1,법인들 보유 부동산에 대한 양도소득세 100% 부과해야~ 법인이 사업 목적 범위 내에서 수익을 올리게.해야 기업 경쟁력이.살아난다~  법인.매출과 조작된 수익율등율 근거로 대출 받아 대출은행의.이자 수익이.기여하며 담보 제공을 한 부동산 양도 소득이 주된 법인들에 의하여 시장 경제가 왜곡하고 있다~  법인 부동산을 잡으면 기업 경쟁력이 상향돠고 부동산도 잡힌다~ .부동산 좀비 기업들을 좀 정리해서 실질 경쟁력으로 경쟁하게 만들어야 하지 않겠냐?  상 행위를 통한 이윤 추구를 목적으로 설립한 법인의 불노소득에 대하여는 더 엄중한 과새를 함이.타당하다~
27,-1,다끝난싸움벌려서뭐하나 내참
28,-1,"트럼프측, 방대한 증거 확보, 소송 임박 트럼프 법률단 Sidney Powell 변호사가  21일 BlazeTV와 전화 인터뷰를 가졌습니다  Trump Team Has “Massive” Evidence, Lawsuits Coming SOON  BlazeTV : https://www.youtube.com/watch?v=CRIrUop9R7Q  다음 주에 연방법원에 소를 제기할거 같습니다"
29,-1,교회는 꼭 다니되 파리도 좀 잡아야 미세소음은 심해도  참으면 업어진다   
30,-1,우리와 나한테 끝까지 집요하게 와도  최형권이는 김희복 싫다고 백만프로 상대도 안하고  전화도 안받고  같이 일 안해  .. 
31,1,ai 보다는 인간의 판단력이 훨씐 좋다 이것은 영원희 변하지 않는다
32,1,이번주엔전고점넘어7만원가자 주주님들화이팅
33,-1,방송국 저널들 싹다 바꿔야. 맹탕 그놈의 그놈들 서울대 연대 고대 명예교수들 정도 스카우트해 방송하라 수준이 너무 떨어진다 와. 그라노?싸구려방송 신물난다 돈더들여서 고급으로 바꿔라 나보다 못한수준으로방송해봐야 짜증만나누나!!! 에잉 싸팔 누마
34,-1,●● 틀니~~덜아?지발  쥬딩이 구만 털구  쟈 뺘져 자라~~으이그?
35,-1,국회 보이콧 하는 놈들은 세비 반납해라
36,-1,필독;정권은 바뀌지만 모피아는 영원하다 검색 
37,-1,인천에 세계적인 선거관리조직 A-web 이라는 세계선거기관협의회(Association of World Election Bodies)가 있답니다   한국의 중앙선거관리위원회가 설립하였고   사업예산 전액을 한국의 중앙선거관리위원회가 지원한답니다   이번 미국 대선 개표부정 가담 의혹을 받는 스마트매틱의 자문위원장이   A-web의 국제고문으로 있답니다    문갑식의 진짜TV : https://www.youtube.com/watch?v=FPwkx2zOORs    *********************   이 A-web의 존재에 대하여 문갑식 기자에게 제보한 사람은   스페인의 바로셀로나에 거주하고 있는 분이라고 합니다   얼마전 독일 프랑크푸르트와 함께 미군이 급습하여 서버를 압수한   Scytle 사 본사가 소재하는 곳이 바로셀로나 아니던가요?   Scytle 사에는 빌 게이츠가 거액을 투자한 걸로 알려져 있습니다    문갑식의 진짜TV : https://www.youtube.com/watch?v=gMpFp9VbJGk  
38,1,검색  최근 불거진 대한항공의 아시아나 인수 추진도 모피아 논란을 일으키고 있습니다.  지난 2012년 론스타 펀드의 먹튀를 승인해줬던 김석동 전 금융위원장.  지금은 한진칼 사외이사 겸 이사회 의장입니다.  이번 빅딜로 큰 이익을 얻게 될 조원태 한진그룹 회장 편에 서있는 겁니다.  김석동 씨는 최근 한 신문 인터뷰에서 이번 빅딜을 추진한 산업은행에 자기가 훈수를 뒀다고 대놓고 말하기까지 했습니다
39,-1,현실적으로 10억을 버는 방법 ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ 결혼을 하지마
40,-1,"자궁경부암 강제 접종 법안 또 올렸어요. 모두 반대의견 좀 올려주세요.(부작용)  https://youtu.be/0uTLq_DB-yk    기한이 오늘까지이니 꼭 반대의견 등록해주세요.  자궁경부암 백신 접종후 사지가 마비 되어 장애자가 되거나 팔다리에 힘이 빠져서 훨체어를 타고  평생 살아야하는 이들과 며칠동안 힘이 빠져 누워만 있어야했던 부작용을 겪은 사람들이 백신 접종으로 높은 확률로 일어났는데  자궁경부암 주사를 강제로 맞게하는 법안을 또 올렸습니다.  하나는 의사들 관련 악법이고,하나는 위에서 말한 자궁경부암 주사 강제로 맞아야하는 법안입니다.  https://m.blog.naver.com/comiking/222150604644"
41,-1,내일 증시 예측해봅시다 오를거라고 생각하면 찬성 내릴거라고 생각하면 반대  전 내려갈거라고 생각합니다
42,-1,[삭제된 게시물의 답글]문씨의 여자  포미 오줌만 싸지를수 밖에없는 나이다.
43,1,ㅋㅋㅋ삼성전자 올해 년말까지75000 원 가능할까요~ 뭐 ~외국인 기관 쌍끌이매수들어오면 금방 올라갈것 같은데 년말 배당이슈도 있고~?
44,1,"희한하다 !  집값폭등인데  왜  아파트공급을  안하냐  ?  참 나  ~   아파트 공급하면 ,    건설회사들이  좋아질턴데  !  "
45,-1,불교 믿으세요!불교 믿으세요! ㅎ
46,-1,정부의 노력에도 불구하고 코로나확산이 일부 미개한 국민들 때문인거 실화입니까? 증시도 조땟네
47,-1,에이 덴장헐~~~   아 참 나~~열 받 네`~~   아 대체~~코로나  바이러스~~~누가 맹군겨?     언 누미 ..만들은거야~~~닝 구리~~~~  코로나 바이러스 누가 만든거냐고~~~~씨~~`/// 부 래~~~  코로나 땜에  한국도 조만간...집에서 나오지 마~~~하겠다`~덴장헐~~~~   이쯤 되면 ~~기독 천주 ...글마들~~하느님 왜 ...코로나 바이러스를 만드셧나요? 하고 따질법두 한데..  낸 무신론자니깐..모....아 코로나야 제발 좀...스톱~~~~~~~~~~~~~
48,-1,불교 믿으세요!불교 믿으세요! ㄹ
49,-1,확진자폭증 2단계상향 폭락
50,-1,노무 힘들다 ㅠ.ㅠ 요즘 감정적으로 노무 힘드네요 어떡하죠? ㅠ.ㅠ
51,-1,월요일새벽  미국.유럽장세  불안장세연출가능성 불안장세
52,1,"증시 년말까지 소프트패치 조정   글로벌증시 년말까지 소프트패치 조정   [근거]   1. 코로나 폭발적 확산세 대비 백신 보급 내년 4~5월 현실화 ...경제둔화 공백 불가피  -------------------------------------------------------------------------  미국 유럽 공통 ...4분기 성장둔화...21년 1분기 역성장 불가피   일본  2500명 돌파  한국도 금주 400명대 진입하고 12월초 600명대 진입 전망     2. 미국 경기부양 실종  --------------------   3. 미국 재무부와 연준 대립 ..시장에 나쁜 신호  -----------------------------------------   4. 대선 노이즈 지속  ------------------  트럼프 미국내 선거부정 이슈를 연방대법원까지 끌고가보겠다면서 몽니질 계속   정권인수인계 단절    5, FAANG 등 소수종목이 드라이브한 나스닥 버블 심화  --------------------------------------------------   "
53,-1,"특보))토착왜구수괴 척살..이재명의 환생 쪽빨왜놈들의 압재비가 디어  나라를 통째로 팔아넘겨..왜왕에게서  엄청난 땅을 하사받은 만고의 역적 ....이완용...  그 이완용을..  .  .  .  처단하기 위해 일약..  약관의 나이로 나선..우리의 열혈 독립투사....이재명...  .  .  이완용을 찔러 사경에 헤매게 혔으나..끈내.  이땅의 쪽빨떵깨넘들에게 잡혀...  .  .  형장의 이슬로 사라질때...한말이..심장을...녹이누아..  왈...:""나 이재명은 왜놈들에게 죽임을 당하나..결코 죽은 것이 아니다..난.반드시  다시 환생하여 독립된 이땅에 다시 태어나..또다시 쪽빨똥깨짓하는 이완용같은 토착왜구넘들을 처단할 꺼시다!!""  하며...   아야...이 땅에 이재명이 다시 환생한것인가..그가 진정 미구에 이씰  왜놈들의 침략을 막아내고...이땅에 넘쳐나는 토착왜구넘들을 모조리 쓰려버리기를 고대해본다..."
54,-1,대한민국 이제는 먹고 살만 한데 반민특위 깨끗이 청소좀하자 반민특위 
55,1,사진이나동영상찍을때 특정 피사체만 밀고당기는기술개발하자 한사람이 달리는것을촬영할때 화면전체를 키우고줄이는것보다 뛰는사람만(피사체) 인식해서 배경화면크기는그대로두고 사람화면만키우고 줄이는것이지 뛰는사람에 카메라를 가까이들이대는것하고는 다르다 이기술을 방송에적용하면 대박예상한다   
56,1,"★과거 10년을 통해 삼성전자 12월 주가를 한번 분석해봤습니다. 안녕하세요, 개인적인 경제 블로그와 유튜브를 운영중 입니다. 과거 10년을 통해서 삼성전자의 12월 주가를 한번 분석 해 봤습니다. 보시고 오늘 하루 기분 좋게 시작 하셨으면 좋겠습니다.  블로그 : https://blog.naver.com/sky_which/222151295911 유튜브 : https://youtu.be/_DeGKktudQ4"
57,-1,Az04 이 홍5 늙은이 일찍 일어나서 아구창 쳐 맞고 싶나 보네 잉 ㅎㅎ 뒤돌려차기로 옥수수 강냉이 털어줄까 푸하하하 
58,-1,태영호 지성호 강남접수후 요즘 머하나요? 강남서 핵무기만드나?
59,1,플래그십공급 재영솔루텍 삼전납품 대박
60,-1,바이러스 반도체와 자외선으로 잡아라 바이러스는 숙주가 있어야 살수있어서 숙주  몸밖에서 퇴치하면 될것을 자꾸 바이러스를 몸안에서 해결하려고하는  백신이나 치료제 개발에 억매인다 수년간 노력해서 해결되어도 또다른 강력한 바이러스가 나타나면 인류에 생존을 위협 합니다 적군을 성안에서 물리치는 기술만 훈련할께 아니라 성밖에서 싸워야 최소의 희생으로 막을수 있습니다  바이러스는 반도체가 찾아내어 자외선으로 무찌를수 있다면  
61,1,오늘크게상승할가같은데 오늘최고점찍을거같아요 삼성하이닉엘지가
62,-1,코로나 종교  설립 정부나 제약사는  한번도 매년 감기 증세 로  사망한 사람이 분석 되지 않았다 정치 하는 놈들도 종교처럼  이용만하고 내용 발표도 없고 정치 편하게  하는데 급급 종교야  종교 코로나 종교   탄생 내가 알기로는  예년보다  감기 증세로 사망자는 줄었다는데 정치하는 놈들은  수치는 없고  추상적인 내용만으로  국민을 가지고 놀고 있고 
63,-1,"결혼한사람들 괴롭히지 좀 말아라 결혼한사람들은 대부분 돈하고 시간이 없어 미친인간들아 , 니들하고 똑같은줄알아 ? 장가안간놈들끼리 놀아 가정있는사람들꺼 등쳐먹을생각말구 유흥중독자 흑팔계같은놈들아"
64,-1,매도 67000매도
65,-1,■■성추폭행범 폰 노트북 컴터 공개가 국민섬기는일!!!  기본좀 갖춰라 문가야 ㅗ 느덜만  볼꺼야?? 국민은???
66,-1,20만원 봅니다. 그 밑으론 처다도 안봄
67,-1,네이버는 종목토론실 폐지해라 광고성 쓰레기들이 가득한 이런 게시판은 왜 운영하는건지?? 도움 일도 안되는 쓰레기 배설물들로 가득하다.
68,-1,[챠트를 볼때 난 그걸찾어]    그걸    그걸왜 안알캬주냐구??  그건 내 노하우니까    나는 챠트중에서 특히 일봉을 볼때는 그거부터 혈안이되서 찾어  그게 있나 없나                        
69,1,삼성전자는 계속 사서 장농에 넣어두는거라고배웠는데 맞나요?ㅋㅋㅋ
70,-1,67매도하고 66600에 다시주웠음 소고기사러갔다옴 ㅂㅂ
71,0,이제 내년초 되면 집값도 떨어지게 되있음.. 안목있는 사람은 지금 팔아야지..
72,1,내린다. 내릴거다. 내려라. 내린다니까 할 시간에 사라고 했잖아....  누가봐도 7만까지는 무조건 가고  8만 9만도 일년 안에 가능한데  왜 그 미련들을 떨고 있어  24퍼 수익이 21퍼 됐다가 지금 27퍼다  꺼억
73,1,대한민국 주식쟁이들은 삼성에 감사해야해 지수 쫴쫙올리니 분위기 좋지
74,1,"삼성전자·SK하이닉스, 장중 나란히 3%대 급등  https://dailyfeed.kr/871b5a3/160609563185"
75,-1,나 아직 못탔어요  기다려요~~
76,1,샀다가 팔았다가 반복하는분들 있자나여 67000에 팔고 66600에 다시사고  67400에 다시팔고 67000에 다시사고   이렇게하는거 수익날것같지요 . . ?  나신분들은 축하드리지만 좋은 매매습관은 아닌것같아요  증권사에서는 좋아할듯합니다
77,-1,문 재앙이온다 주식 폭락 경고합니다
78,1,삼전은꼭팔려면1만원오르면파시유 그게답이유
79,-1,차트충들 백날 차트 쳐다보고있어봐야 공부안하고 삼전산사람들이 돈더먹네 ㅋ 신기
80,1,계단식 상승에 모범을 보여주는 삼성 .
81,-1,종가 66300원 예상 종가 66300원 예상 3시10분에 온다
82,1,"◆ 삼성전자(우): 상승 할수 밖에 없는 이유 3가지? 선 매수 유리!  ◆ 삼성전자(우): 상승 할수 밖에 없는 이유 3가지? 선 매수 유리!   1. 특별배당: 1년치 특별배당+4분기 배당: 2가지 받을 절호의 매수기회!  지금 매수해 두면, 총 5분기 배당 한꺼번에 받을수 있는 대형 호재  연말 다가 올수록, 엄청난 배당 매수세 몰려 급등은 당연지사!   2. 삼성전자(우): 보통주 대비, 상속세 영향 없어 우선주 상승이 쉽다 -->우선주 매수를!  삼성전자: 이건희 보유 지분: 보통주 4.18%(2.5억주), 우선주 0.08%(66만주)   3. 우선주: 외국인 86% 대량 보유중: 유통물량 매우 적어 상승 쉬운 수급구조  93.5% 까지 보유 했었음: 다시 외국인 집중 매수로, 상승랠리 가능 상황!   ◆ 삼성전자(우): 12월 말까지 7~8만원 갑니다 -->특별배당+4분기 배당 특급호재!  12/28일까지 특별배당 받으려 매수세 몰려, 연말까지 상승랠리는 당연지사!   ◆ 카카오, 네이버: 신고가후 150% 폭등 아시죠? 매물벽 없어, 급등 가능한 것  이젠 삼성전자(우) 급등 상황: 12/28일까지 급등 즐기시라: 상승 이유 충분   ● 삼성전자(우): 보통주 보다 주가 저렴해, 우선주가 배당 약 15% 많아 유리!  -->10년간 5~10배 상승 반복(챠트 참조): 안정적 수익 최고 종목! "
83,-1,그만 올려라 쫌 사자
84,1,오르는 이유 지금 달러 약세여서 외국인들이 계속 미국주식을 투자하지 않고 다른나라 우량주에 투자를 함 삼성전자가 그대로여도 달러가 떨어지니 달러때문에 수익을 보거든 그래서 바이든이 되면 달러 약세라고 예상을 하니 삼성전자는 더 오를듯 ㅋㅋㅋㅋ 
85,1,시총상위주 강세 삼전 목표가 8만냥 가나요? ㅋㅋ
86,-1,400조 ㅊㅋ 결국 넘는구나
87,0,개미님들 팔지마라  했제 지금이 잴 싸다 사라 후회하지만고
88,-1,개미들 냄새맡고 왔다~ 종가 하한가 조심해라!!! ㅋㄷㅋㄷ
89,1,"기회드려요 ?[단독 제보]  LG화학, 中서 테슬라 배터리 '싹쓸이'…年 3조원 잭팟 - 1보  **** 알루코 (001780)   알루코, LG화학 등에 4700억 규모 배터리 부품 공급   https://www.hankyung.com/economy/article/2020112031191   출처 : http://it.chosun.com/site/data/html_dir/2020/08/10/2020081002730.html  "
90,-1,십만전자 ㄱㅈㅇ 갈때까정 가보지잉 
91,1,"속보)미국, 삼전 21 1Q(e) 영업이익 11조대 예상 , 목표가 상향 삼성전자 올해 4분기는 전분기 대비 실적 둔화가 보일 수 있겠지만 내년 반도체 업황의 17년 이후의 재차 호황이 될 것으로 보임에 따라 21 1Q(e) 11조대 이익을 창출할 것으로 보인다.  매분기 10조대 이상의 영업이익과 21년 3분기에는 역사상 최고의 실적과 영업이익이 예상된다는 점은 변함이 없다. 6m target price 74500 ->  12m target price 81000 목표가 상향  -미국 애널리스트-"
92,-1,외계인 대형주 뽁등시케... 공매도 풀랄때 다되가는데... 공매도 칠라고... 국내 매국노 개관들도 동조해서... 나라 쪽박차게  만들 일등 공신 된다... 
93,1,신고가  7만 뚫자~~
94,1,삼전 오늘 최고가 7만전자 간다 지금 10만원으로 되어야 할 주식 내년 반도체 호황기 온덴다
95,1,이제 7만전자 가나요?   언제 6만전자 가냐 했는데..이제 7만 전자 코앞이네요..   가즈아..7만전자.. 이재용회장 만쉐..ㅎㅎ
96,1,기관 마지 못해 매수 안타깝다 안타까워 ㅋㅋㅋ
97,-1,[종가알림] 66600 입니다.
98,1,오늘에 관전 포인트 67000 원 3번째 진입... 과연넘어설것인가? 오후장에서 넘어선다면 7만원 벽이 12월 초에 넘어설 확율이 높습니다 그리고 12월 하락 장은 12월 초까지 상승분으로 인해... 하락비율은 점점 줄어들고... 연말 내년초까지 약강세를 보일것으로 보입니다 코로나로인하여 비정상적인장과 호재거리의 소멸로 그동안 상승분이 적었던 삼성으로 대거 몰릴 예정입니다 결론적으로 떨어질 꺼리도 없고 떨어질 이유도 없고 손해볼일이 99% 없어 보인다는겁니다.  외국인들도 연말까지 계속 들어올걸으로 보입니다 외국 재료들도 모두 소진되었어요 반도체 중에 지금 삼성만 남았구요 미국 다른 반도체 재료들 300% 이상 상승하는 동안 삼성은 이제 제자리 찾아왔습니다. 하지만 외인들도 단타를 하는사람들의 비율이 60% 이상입니다  목표가 정하시고 12월 초중에 이익실현하고 잠정 냉각기를 가질지...  내년까지 장기적으로 볼지 .... 이번주안에 빠른 판단과 계획실행이 필요하며 하시고자 하는방향을 빨리 진행하는게 핵식포인ㅌ.인것같습니다
99,-1,"속보)미국, 하이닉스에는 부정적의견 목표가 하향 반도체 업황 호조이기는 하나 21년말 까지 70억달러의 지급 부담감이 따른다. 내년 영업이익 전망도 부정적이다 12m target price 110000-> 96000하향"
100,1,개미들 쫄아서 빼는거보소 내일 7만 간다니까~ 쫄지마
101,-1,덩치가 큰 삼전이 이리 잘 갈줄이야 화~이~링
102,1,삼~바 심바 삼~바~ 우리 4등주가  일등주로  변했네요 축복있으라 
103,-1,삼성전자에 관하여 배 아파 뒤질늠들 천지네 ㅋㅋ          배 아플땐 우루사
104,-1,오늘 물린애들은 역사적 고점이다~~! ㅋㄷㅋㄷ 
105,-1,이것만끌어올려서 지수당기내 ㅇㅇ
106,-1,67000원 깨질까요 오늘 힘들겠는데
107,1,애플이 리먼사태이후 4400% 올랐습니다. 삼전은 리먼사태이후 700% 밖에 안오른 상태죠  적어도 여기서 두배는 더오를 겁니다.  갤폴드2만 봐도 혁신의 혁신을 거듭하고 있음요  애플의 몰락은 곧 시작될겁니다.  변화와 혁신이 없으면 도태되기마련  
108,-1,"Good News!!굉장히 Hot한 소식이 날아들다... 토착왜구 ..마리당 ...1만원  쪽빨왜구...마리당....1천원  .  .  .  질문있어여?  와?토착왜구가 쪽빨왜구보다 10배나 더 비싼가여?  .  .  .  정답은?  .  .  쪽발왜구는 그냥 맞서 싸우면 디지만,  쪽빨왜구압재비넘인....토착왜구는...  조국과 민족을 배반하구선 등뒤애서 칼을 꽂아디는 이완용과 같은 흉칙한 족속넘뜰이기 때문에 쪽발왜구보다 10배나 더 비싸게 쳐준다(정답)  ..  -표어-  ""우리모두 토착왜구를 마니마니 죽여 애국도 하고 부자디자!!!"""
109,-1,자꾸반응을 보이니까  재밌어하나본데 이시간부로  알바들  신경끈다
110,1,이번주 7만원 가네요 년말까지 8만원 갈 추세입니다. 
111,1,"진짜 삼성이 대단하긴 대단한기업   고 이건희 회장님을 포함하여 현직 삼성 직원분들 / 연구진 개발진 분들한테 깊은 존경을 표한다.   어떻게 우리나라에서 이런 글로벌 대기업이 나올줄 누가 알았겠나.   그것도 전세계에서 브랜드 값어치 2위를 차지한 대기업이 나올줄...    내달, 내년, 내후년, 그 다음년에 나올 신기술들에 대해 익히 들은바가 있어   나도 모르게 국뽕이 차올라버렸다.    유기물 QD는 수명이 짧다(번인)는 문제가 있어 기대는 안하지만   문제는 QD가 아니라 당장 내달 출시될 마이크로 LED와 2022년 양산계획을 잡고 있는 QNED가...   어마어마한 기술들이라.    삼성이 어디까지 성장할지 감도 안온다"
112,1,이거 신고가 찍나요
113,1,내오른다자나오늘 미국유로코로나돌무 코스피올라 이거만기억해 
114,-1,"와우~~~ 드디어 IT, 반도체 대표선수 67.000원 도착입니당 "
115,1,도람푸가 당선됨다면? 코숙히에게 호재냐? 악재냐?
116,-1,오늘  삼전 상  발동 한번 걸자구요 발동~~~^^/♡
117,1,내오늘코스피폭등한다햇잖아 코스피이번주2800간다이것만기억해.미국유로코로나돌수록 코스피수혜받아지수올라요  이것만앓아요 래일드올라요
118,-1,개미들아 그만팔아라 67층좀뚫자 달리는 기차안에서 뛰어내리는 흑우들 누구야!
119,1,4월에 4만5천원일때 신용 담보 대출해서 풀매수했습니다 오랜만에 왔더니 삼전이 저에게 아파트 랑 외제차를 선물해주네요 ^^
120,-1,[삭제된 게시물의 답글]내년 9만전자 함 가야지 아뇨 12만전자 봅니다
121,0,삼전 달러가치 올르면 외인들이 뺄텐데 그럼 떡락하나요... 방금 삼전 매수했는데
122,-1,이넘드라 그만올려라 재용이형 운다 울어
123,1,삼전 사서 제일 후회된점 분명히 오른다고 생각하고 삼전 7월 52~53에 다 태웠지만  천생이 쫄보라  신용미수를 못땡긴거  최소한 100퍼만 땡겼어도  지금 수익의 두배아냐...  아 천생이 쫄보는 어쩔수없다.  지금 수익률이 딱 아반때 정도인데 이게 익플이 될수 있었던 기회인데 ㅠㅠㅠ
124,1,집팔아서 매수해라 부동산보다 더오른다 가즈아 대한민국은 삼전이다
125,-1,개인만 사네 ㅋㅋ 외국인이고 기관이고 다 파는데...  조만간 곡소리 들리겠구만
126,1,4월에 삼만전자 외치다가 4만5천원에 풀매수 잊고 살다가 오랜만에 왔더니   아파트 외제차가 제 눈앞에 있네요^^  분탕질?  배 아파요? 우리나라는 뭐다? 삼성이다 ㅋㅋ  저는 지금 벤층gt 끌고 드라이브 갑니다 슝 ~   틀딱이들 분탕질 기다릴게요 ^^ 앙
127,1,"영국, 다음주 화이자 백신 접종 시작?…미국보다 빠를 듯 영국, 다음주 화이자 백신 접종 시작?…미국보다 빠를 듯 2020.11.23. 오전 11:35  빠르면 내달 1일 배포 예정 올해 500만명 접종 완료 목표"
128,1,삼~바 삼바 삼~바~ 7만 돌파  축하드려요  영광 영광 대한민국 삼성전자
129,1, 들부지런하네.. 외국인기관매도  개미들쓸어담는구나
130,-1,59층 주린이 입니다 삼전은ㅜㅜ 절대 배신안해요 그냥 급전 안필요하시면 쭈욱 갖고 가셔요 나중에 큰 선물을 수익을 안겨줄겁니다^^
131,1,(뉴스) 코스피 사상 최고점 경신하나 현재 외인 순매수가 꾸준히 이어지며 지수 견인하고 있는데 사실상 sk하이닉스 삼성전자 반도체투톱에 자금의 대부분이 들어온 상태입니다.  코로나19 이슈가 있지만 잠깐의 숨고르기 정도이고 꾸준한 우상향 하지 않을까 조심스레 예상해봅니다.  https://dailyfeed.kr/4755c17/160609703612
132,1,틈만 나면 오르네. 멋지구만. 
133,-1,케 ~~ 에   ㅋ 이건 또 머임 ?  또 올랐네 ~  이러다가  낼 꼬라박는거 아녀 ?
134,-1,삼전 10 만 할수있을까요.
135,1,"형이다. 솔직히 이렇게까지 갈이유가 없는데 이렇게까지 갈 이유가없는데, 전세계 고난이고 ,좌파정부가 돈뿌렸나.?  좀 쉬면서 가야지 산이 높으면 골이 깊다.  형은 분명 말해줬다. 형은 매수타이밍까지 나왔다고 말한적 있다.  대세상승장일지는 지켜봐야한다고 했고. 그런데 차트가 좀 이상한 모양이 그려지고있다.  몇년전 삼성전기처럼 가야 기가막히게 가는데"
