,label,content
39,-1,짱개는 보유세가 없다 미국은 보유세가 있다~  이 빨갱이야~  빨갱이들의.이런 개논리에 답글하는 이상황이 안타까움을 넘어  슬프다~
40,-1,짱개는 보유세가 없다 공산당도 안 뜯는 삥을  한국 좌파는 국민 삥뜯기에만 올인하고 있다
41,1,중국 소수민족 에 정복 ?는데 지금 역전 그러나 언제 무너지고 정복 당할지 모름 이것도 악제 따라서 강력매수
42,1,법인들 보유 부동산에 대한 양도소득세 100% 부과해야~ 법인이 사업 목적 범위 내에서 수익을 올리게.해야 기업 경쟁력이.살아난다~  법인.매출과 조작된 수익율등율 근거로 대출 받아 대출은행의.이자 수익이.기여하며 담보 제공을 한 부동산 양도 소득이 주된 법인들에 의하여 시장 경제가 왜곡하고 있다~  법인 부동산을 잡으면 기업 경쟁력이 상향돠고 부동산도 잡힌다~ .부동산 좀비 기업들을 좀 정리해서 실질 경쟁력으로 경쟁하게 만들어야 하지 않겠냐?  상 행위를 통한 이윤 추구를 목적으로 설립한 법인의 불노소득에 대하여는 더 엄중한 과새를 함이.타당하다~
43,-1,다끝난싸움벌려서뭐하나 내참
44,-1,"트럼프측, 방대한 증거 확보, 소송 임박 트럼프 법률단 Sidney Powell 변호사가  21일 BlazeTV와 전화 인터뷰를 가졌습니다  Trump Team Has “Massive” Evidence, Lawsuits Coming SOON  BlazeTV : https://www.youtube.com/watch?v=CRIrUop9R7Q  다음 주에 연방법원에 소를 제기할거 같습니다"
45,-1,교회는 꼭 다니되 파리도 좀 잡아야 미세소음은 심해도  참으면 업어진다   
46,-1,우리와 나한테 끝까지 집요하게 와도  최형권이는 김희복 싫다고 백만프로 상대도 안하고  전화도 안받고  같이 일 안해  .. 
47,-1,"서울,부산시장 부정선거를 위해서 공수처 출범 서두르는것. 딱 보면 통빡 나오지 않나? 대놓고 부정선거 저지르겠다는 거다. 부정선거 전후로 수사고 뭐고 모조리 덮어버리고 자기들이 처리하겠다는 개수작이다."
48,-1,전라도 는 중국에서 난민 강도 조폭들이 내려와 만든 마을이다 지방 공무원의 폭력은 세계최강이다
49,-1,ai 보다는 인간의 판단력이 훨씐 좋다 이것은 영원희 변하지 않는다
50,1,이번주엔전고점넘어7만원가자 주주님들화이팅
51,-1,방송국 저널들 싹다 바꿔야. 맹탕 그놈의 그놈들 서울대 연대 고대 명예교수들 정도 스카우트해 방송하라 수준이 너무 떨어진다 와. 그라노?싸구려방송 신물난다 돈더들여서 고급으로 바꿔라 나보다 못한수준으로방송해봐야 짜증만나누나!!! 에잉 싸팔 누마
52,-1,●● 틀니~~덜아?지발  쥬딩이 구만 털구  쟈 뺘져 자라~~으이그?
53,-1,문과시험. 촛불 커놓고 야밤에 컷닝해서 대통 돼었는 문과야 저소득층 무너진다 돈줘라 너거들 정권 잡아 잘살돼며 5만불 간다며 전부 거짓말이잖아 시불이는거 1%  빼고는 99% 거짓말 이잖나  또 돈줘라 요번에는 200백만원씩 주라 택도없다 알았은께롱 홍어는 빼드랑께.!
54,-1,"왜 꼭 지금 공수처가 출범해야 할까? 통빡 나오지 않나요? 이것들 내년 서울, 부산시장 부정선거를 위해서 공수처 출범 서두르는 거다.  선거전후 부정에 대한 조사고 뭐고간에 다 지들이 하겠다는 수작이다.  지금 당장 출범시키지 않으면 안되는 이유는 오로지 부정선거를 위한 거다."
55,-1,친일매국노 박정희 무덤 언제 무덤파서 일본고항으로 보내나 국립묘지 친일매국노 무덤 모두 일본으로 보내자 이제는 친일매국노 무덤부터 총소 좀 하자
56,-1,국회 보이콧 하는 놈들은 세비 반납해라
57,-1,필독;정권은 바뀌지만 모피아는 영원하다 검색 
58,-1,인천에 세계적인 선거관리조직 A-web 이라는 세계선거기관협의회(Association of World Election Bodies)가 있답니다   한국의 중앙선거관리위원회가 설립하였고   사업예산 전액을 한국의 중앙선거관리위원회가 지원한답니다   이번 미국 대선 개표부정 가담 의혹을 받는 스마트매틱의 자문위원장이   A-web의 국제고문으로 있답니다    문갑식의 진짜TV : https://www.youtube.com/watch?v=FPwkx2zOORs    *********************   이 A-web의 존재에 대하여 문갑식 기자에게 제보한 사람은   스페인의 바로셀로나에 거주하고 있는 분이라고 합니다   얼마전 독일 프랑크푸르트와 함께 미군이 급습하여 서버를 압수한   Scytle 사 본사가 소재하는 곳이 바로셀로나 아니던가요?   Scytle 사에는 빌 게이츠가 거액을 투자한 걸로 알려져 있습니다    문갑식의 진짜TV : https://www.youtube.com/watch?v=gMpFp9VbJGk  
59,0,검색  최근 불거진 대한항공의 아시아나 인수 추진도 모피아 논란을 일으키고 있습니다.  지난 2012년 론스타 펀드의 먹튀를 승인해줬던 김석동 전 금융위원장.  지금은 한진칼 사외이사 겸 이사회 의장입니다.  이번 빅딜로 큰 이익을 얻게 될 조원태 한진그룹 회장 편에 서있는 겁니다.  김석동 씨는 최근 한 신문 인터뷰에서 이번 빅딜을 추진한 산업은행에 자기가 훈수를 뒀다고 대놓고 말하기까지 했습니다
60,-1,현실적으로 10억을 버는 방법 ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ ㆍ 결혼을 하지마
61,-1,"자궁경부암 강제 접종 법안 또 올렸어요. 모두 반대의견 좀 올려주세요.(부작용)  https://youtu.be/0uTLq_DB-yk    기한이 오늘까지이니 꼭 반대의견 등록해주세요.  자궁경부암 백신 접종후 사지가 마비 되어 장애자가 되거나 팔다리에 힘이 빠져서 훨체어를 타고  평생 살아야하는 이들과 며칠동안 힘이 빠져 누워만 있어야했던 부작용을 겪은 사람들이 백신 접종으로 높은 확률로 일어났는데  자궁경부암 주사를 강제로 맞게하는 법안을 또 올렸습니다.  하나는 의사들 관련 악법이고,하나는 위에서 말한 자궁경부암 주사 강제로 맞아야하는 법안입니다.  https://m.blog.naver.com/comiking/222150604644"
62,-1,역시이재명 일 처리가 시원시원하죠 솔직히 이재명이 대통령 하는 걸 보고 싶다 지금 그 외에 모든 정치인은 신뢰가 안 간다
63,-1,내일 증시 예측해봅시다 오를거라고 생각하면 찬성 내릴거라고 생각하면 반대  전 내려갈거라고 생각합니다
64,1,"민주당, 서민당? 아가리만 서민당~~  행동을 보라~~  결과를 보라~~  아가리는 서민을 잘살게 해주지 못한다~~   트럼프 재선 가즈아~~  부르주아 토착빨갱이들을 쳐주겨야 나라가 산다  ,,,  부정선거 내란죄 문재인 사살 가즈아~  껄껄껄"
65,-1,[삭제된 게시물의 답글]문씨의 여자  포미 오줌만 싸지를수 밖에없는 나이다.
66,1,ㅋㅋㅋ삼성전자 올해 년말까지75000 원 가능할까요~ 뭐 ~외국인 기관 쌍끌이매수들어오면 금방 올라갈것 같은데 년말 배당이슈도 있고~?
67,-1,예타 면제한다는 가덕 신공항은 문충이들의 4대강 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 예비타탕성 검토를 건너뛴 4대강처럼 ㅋㅋ  4대강은 환경재앙에 ㅋㅋㅋㅋㅋ  홍수예방효과가 있다고 개소리까지 ㅋㅋ  올해   지하에 거대한 배수관을 매설한 서울은 폭우에 버텼는데 ㅋㅋ  부산 광주는 속절없이 무너져 침수피해 ㅋㅋㅋㅋ  가덕신공항은 환경재앙을 넘어선 ㅋ  제 2의 삼성자동차가 될 거라능 ㅋㅋㅋㅋㅋㅋㅋㅌ  경제성도 없쪄 ㅋㅋㅋ  국고에선 한 푼도 주지마 ㅋ    
68,-1,"희한하다 !  집값폭등인데  왜  아파트공급을  안하냐  ?  참 나  ~   아파트 공급하면 ,    건설회사들이  좋아질턴데  !  "
69,-1,bspa*** 닥충아 ㅋ 내 글에 떵 좀 싸지마 ㅋㅋㅋㅋㅌㅌㅋ bspa**** 부르주아 토착빨갱이들을 쳐주겨야 나라가 산다 
70,-1,불교 믿으세요!불교 믿으세요! ㅎ
71,-1,정부의 노력에도 불구하고 코로나확산이 일부 미개한 국민들 때문인거 실화입니까? 증시도 조땟네
72,-1,여자.남자 생식 구조. 여자는 페경기가 지나면 사는 재미가 뚝 떨어진다. 느낌도 없고 그냥 오줌싸는 구조다 그래서 좌빨 여성들은 좌빨장관.뺏지 달고 남자들 한테 큰소리 치는 낙으로 사는걸까 그것도 그냥 보수들 한떼 쏘아 붙인다. 남자도 마찬가진데 남자들은 어디가서 풀까? 그래서 남자 좌빨 정치꾼들은 여자만 보면 손장난 성추행 밖에 모른다.  아~옛날이여 조선시대  남자가 그립다  그래도 그때는 남자들 살만했는데 쓸쓸한 초겨울밤 아파트 옥상에서 나라를 걱정하는 내가담배한대 물고 한자 적는다.  휴~.^^
73,-1,에이 덴장헐~~~   아 참 나~~열 받 네`~~   아 대체~~코로나  바이러스~~~누가 맹군겨?     언 누미 ..만들은거야~~~닝 구리~~~~  코로나 바이러스 누가 만든거냐고~~~~씨~~`/// 부 래~~~  코로나 땜에  한국도 조만간...집에서 나오지 마~~~하겠다`~덴장헐~~~~   이쯤 되면 ~~기독 천주 ...글마들~~하느님 왜 ...코로나 바이러스를 만드셧나요? 하고 따질법두 한데..  낸 무신론자니깐..모....아 코로나야 제발 좀...스톱~~~~~~~~~~~~~
74,-1,불교 믿으세요!불교 믿으세요! ㄹ
75,-1,"공산주의 좌파국가의 모든 공통점 1. 정치인들 고위직공무원들이 왕노릇 행세. 1당독재 ex. 중국공산당 소련 북한 베트남 등등   2. 그들 세력들은 ""민주주의""를 지나치게 강조 but 실제로는 민주주의원칙을 무시하고 1처럼 행동"
76,-1,집 한 채 물려받았는데…상속세도 집 한 채 이젠 중산층도 상속세를 걱정해야하는 문재앙시대!
77,-1,좌파 홍어들 몰아내자 우리자식들 일자리 다 뺐는다 성격도 조카터 약자괴롭히고 제2의 조두순
78,-1,"뭉가 사회주의공산당 조온라도 ㅋㅋㅋㅋㅋ 아효 ㅋㅋ 몇백만의 죽은놈들 이름으로까지 투표하고 투표율이 120~130%까지 나오게 해서 바이든이 지금  이 시간까지는 이긴것 처럼  보이게했던 부정선거로도 이루지 못했던 Blue wave(미국 민주당이 상하원을 완전 장악히는 현상)는 결국 트럼프가 최종승자로 이어지는 꼴이 되게하는 1등 공신이 되는구나  빨갱이 ㅅ.ㄲ 개진핑이가 한국 베네수엘라 과테말라 카자흐스탄에서는 부정선거로 승리했는지 모르나, 미국의 복잡한 선거방식까진 완전승리를 못했네 마치 2008년도 미영합작영화 미이라에서 환생한 진시황이 영화 속 오코넬 가족 단 몇명에게는 수십 수백만의 먼지시체들을 이끌고도 이기지 못해 다시 진시황 자신이 먼지시체로 바뀌듯 ㅋㅋㅋ 어쩜 짱깨 중공의 운명을 미국영국 공동제작 미이라3: 황제의 무덤 롭코언 감독은 타임머신 타고 오셨던 분인가보네 짱깨 개양아치ㅅ.ㄲ들의 운명이란ㅋㅋㅋ  한국언론 특히 종중종북반미 반자본주의 좌파매체들의 특징ㅡㅈ도 모르는것들이 아는체 오지고,그런 실력으로 여론몰이하려함... 미국 선거제도의 기본은 알고서 기사를내야지..지금 12월8일까지 20여일 남았다.미대선후 17일 지났고, 각주별로 재투표와 소송중인데 지금으로선 12월8일안에 결론못낸다. 뭔소린가하면 미대선 12월8일까지 선거인단 확정이 안되면 11월3일 치른 선거는 자동무효가되고,미 하원에서 50명의 선거인단을 뽑게된다. 이번 하원선거결과로 하게되면 공화당측 선거인단은 50명중 30명을 넘어서서 트럼프 당선이다.트럼프의 노림수정도는 기사화해줘야지 그게 언론이지. 트럼프가 아직도 바보로 보이나보네ㅋㅋ  어짜피 기각되든 받아들이든 간에 최종판결은 연방대법원에 가서 12/8일까지 주의회가 결론를 못내리면연방대법원 판사에서 결론내리죠. 기각되면 공화당에서 항소해서 대법원 가고, 받아들였다면 민주당에서 항소해서 대법원 가기때문에 이런 기사 적는건 아무런 의미없습니다. 가짜뉴스이기때문에.  또  도대체가 이해가 안되는게 트럼프가 재검표 요구할 권리가 있어 해보자는건데 그게 왜 미국 한국 좌파언론은 불만인거야? 미국언론은 머 떨서질게 있어 그럴수있다 치는데한국언론은머야? 직간접 머 연관된게 있긴해? 거 다른 나라 대선 재검표를 한국넘들이 불편해하는 이유를 모르겠네 그렇게 불안한가? 중공 개진핑 마약마수 악마의 부역견 문죄앙 딸딸이 똥개  촛불 앞잡이 종중 종북 반미 빨노총 빨노련 간첩 ㅅㄲ들은? 63대 36  뽀록나면 문죄앙도 깜빵 가니까?  속보 : 시드니 파웰 (트럼프 변호사) 현재 도미니언 시스템의 부정선거를 밝히고 있는 파웰이 이번 부정선거 도미니언 시스템의 서버를 포렌식 작업을 해서 모든 미국 주에서 벌어진 부정선거를 밝혀 냈으며 모든 증거와 60명의 제보자를 미국 연방 대법원에서 밝힐것이라고 밝혔습니다... 가장 먼저 손을 봐야 할곳은 조지아주라고 밝혔고 조지아주의 도미니언 시스템이 어떻게 부정하게 표를 만들고 스캔 했는지 연방 대법원에서 밝힐것이라고 했습니다...파웰은 이번주는 블록버스터라는 말까지 할 정도로 부정을 저지른 패거리들은 지구 역사상 가장 처참한 씬을 보게 될  엄청난 한주가 될거라고 했습니다...   #펌글"
79,-1,확진자폭증 2단계상향 폭락
80,-1,노무 힘들다 ㅠ.ㅠ 요즘 감정적으로 노무 힘드네요 어떡하죠? ㅠ.ㅠ
81,-1,월요일새벽  미국.유럽장세  불안장세연출가능성 불안장세
82,1,"증시 년말까지 소프트패치 조정   글로벌증시 년말까지 소프트패치 조정   [근거]   1. 코로나 폭발적 확산세 대비 백신 보급 내년 4~5월 현실화 ...경제둔화 공백 불가피  -------------------------------------------------------------------------  미국 유럽 공통 ...4분기 성장둔화...21년 1분기 역성장 불가피   일본  2500명 돌파  한국도 금주 400명대 진입하고 12월초 600명대 진입 전망     2. 미국 경기부양 실종  --------------------   3. 미국 재무부와 연준 대립 ..시장에 나쁜 신호  -----------------------------------------   4. 대선 노이즈 지속  ------------------  트럼프 미국내 선거부정 이슈를 연방대법원까지 끌고가보겠다면서 몽니질 계속   정권인수인계 단절    5, FAANG 등 소수종목이 드라이브한 나스닥 버블 심화  --------------------------------------------------   "
